,Id publicacion,Id cuenta,Nombre de la cuenta,Descripción,Duración (segundos),Hora de publicación,Enlace permanente,Tipo de publicación,Fecha,Impresiones,Alcance,Me gusta,Compartio,Comentarios,Guardadas
0,18036895583516630,17841469672972826,xanduria,#intercolombia #xanduria #gamer #gamemakerstudio2 primera presentacion del proyecto xanduria,18,10/21/2024 17:52,https://www.instagram.com/reel/DBaC9mqqSpj/,Reel de Instagram,Total,115,90,9,1,0,1
1,17919913235991207,17841469672972826,xanduria,Exponiendo la primera fase del proyecto #xanduria #emprendimiento #juego,0,10/17/2024 13:10,https://www.instagram.com/p/DBPPi1UxMwq/,Secuencia de Instagram,Total,30,25,2,0,0,0
2,18280142476174642,17841469672972826,xanduria,#desarrolladores  #deporte #intercolombia no todo debe ser trabajo también se debe disfrutar de las buenas amistades,20,10/25/2024 10:07,https://www.instagram.com/reel/DBjgRUnx-D-/,Reel de Instagram,Total,13,13,3,0,0,0
3,18467311951007118,17841469672972826,xanduria,#intercolombia #xanduria semana de íntegra inter compartiendo entre compañeros,17,10/23/2024 14:42,https://www.instagram.com/reel/DBe2eizxuu9/,Reel de Instagram,Total,46,40,1,0,0,0
